path,extension,size_bytes,category,reference_count,referenced_by,dynamic_reference,paired_files,confidence,recommended_action,reason
assets/ui/extracted/shop/shop_frame_panels.png,.png,1541096,SOURCE_ONLY;TEST_ONLY,2,assets/ui/runtime/buttons/button_manifest.json;assets/ui/runtime/ui_asset_catalog.json,false,assets/ui/extracted/shop/shop_frame_panels.png.import,high,keep_or_update_test,reachable only from tests; review whether the test asserts stale architecture
assets/ui/extracted/battle/battle_left_hud.png,.png,1505602,SOURCE_ONLY;TEST_ONLY,2,assets/ui/runtime/buttons/button_manifest.json;assets/ui/runtime/ui_asset_catalog.json,false,assets/ui/extracted/battle/battle_left_hud.png.import,high,keep_or_update_test,reachable only from tests; review whether the test asserts stale architecture
assets/ui/extracted/settlement/settlement_parts.png,.png,1446573,SOURCE_ONLY;TEST_ONLY,2,assets/ui/runtime/buttons/button_manifest.json;assets/ui/runtime/ui_asset_catalog.json,false,assets/ui/extracted/settlement/settlement_parts.png.import,high,keep_or_update_test,reachable only from tests; review whether the test asserts stale architecture
assets/ui/extracted/shop/shop_cards_packs.png,.png,1418133,SOURCE_ONLY;TEST_ONLY,2,assets/ui/runtime/buttons/button_manifest.json;assets/ui/runtime/ui_asset_catalog.json,false,assets/ui/extracted/shop/shop_cards_packs.png.import,high,keep_or_update_test,reachable only from tests; review whether the test asserts stale architecture
assets/ui/runtime/panels/battle_hud_full.png,.png,1394638,TEST_ONLY,2,assets/ui/runtime/ui_asset_catalog.json;tests/test_asset_integrity.gd,false,assets/ui/runtime/panels/battle_hud_full.png.import,high,keep_or_update_test,reachable only from tests; review whether the test asserts stale architecture
assets/ui/extracted/shop/shop_button_bars.png,.png,1315731,SOURCE_ONLY;TEST_ONLY,2,assets/ui/runtime/buttons/button_manifest.json;assets/ui/runtime/ui_asset_catalog.json,false,assets/ui/extracted/shop/shop_button_bars.png.import,high,keep_or_update_test,reachable only from tests; review whether the test asserts stale architecture
assets/ui/extracted/stage_select/stage_card_active.png,.png,1163902,SOURCE_ONLY;TEST_ONLY,2,assets/ui/runtime/buttons/button_manifest.json;assets/ui/runtime/ui_asset_catalog.json,false,assets/ui/extracted/stage_select/stage_card_active.png.import,high,keep_or_update_test,reachable only from tests; review whether the test asserts stale architecture
assets/ui/extracted/shop/shop_curtains_coins.png,.png,1114313,SOURCE_ONLY;TEST_ONLY,2,assets/ui/runtime/buttons/button_manifest.json;assets/ui/runtime/ui_asset_catalog.json,false,assets/ui/extracted/shop/shop_curtains_coins.png.import,high,keep_or_update_test,reachable only from tests; review whether the test asserts stale architecture
assets/ui/runtime/frames/stage_card_active.png,.png,1079712,TEST_ONLY,1,assets/ui/runtime/ui_asset_catalog.json,false,assets/ui/runtime/frames/stage_card_active.png.import,high,keep_or_update_test,reachable only from tests; review whether the test asserts stale architecture
assets/ui/extracted/stage_select/stage_text_group.png,.png,963637,SOURCE_ONLY;TEST_ONLY,1,assets/ui/runtime/buttons/button_manifest.json,false,assets/ui/extracted/stage_select/stage_text_group.png.import,high,keep_or_update_test,reachable only from tests; review whether the test asserts stale architecture
assets/ui/extracted/cards/rank_symbols_red.png,.png,919465,NEAR_DUPLICATE;SOURCE_ONLY;TEST_ONLY,1,assets/ui/runtime/buttons/button_manifest.json,false,assets/ui/extracted/cards/rank_symbols_red.png.import,high,keep_or_update_test,reachable only from tests; review whether the test asserts stale architecture
assets/ui/extracted/stage_select/stage_card_next.png,.png,889763,SOURCE_ONLY;TEST_ONLY,2,assets/ui/runtime/buttons/button_manifest.json;assets/ui/runtime/ui_asset_catalog.json,false,assets/ui/extracted/stage_select/stage_card_next.png.import,high,keep_or_update_test,reachable only from tests; review whether the test asserts stale architecture
assets/ui/extracted/shop/shop_background.png,.png,883474,NEAR_DUPLICATE;SOURCE_ONLY;TEST_ONLY,2,assets/ui/runtime/buttons/button_manifest.json;assets/ui/runtime/ui_asset_catalog.json,false,assets/ui/extracted/shop/shop_background.png.import,high,keep_or_update_test,reachable only from tests; review whether the test asserts stale architecture
assets/ui/extracted/battle/button_red_large.png,.png,857294,SOURCE_ONLY;TEST_ONLY,4,assets/ui/runtime/buttons/asset_normalization.json;assets/ui/runtime/buttons/button_manifest.json;assets/ui/runtime/ui_asset_catalog.json;scenes/ui/shared/section_header.tscn,false,assets/ui/extracted/battle/button_red_large.png.import,high,keep_or_update_test,reachable only from tests; review whether the test asserts stale architecture
assets/ui/runtime/backgrounds/shop.png,.png,835136,NEAR_DUPLICATE;TEST_ONLY,2,assets/ui/runtime/ui_asset_catalog.json;tests/test_asset_integrity.gd,false,assets/ui/runtime/backgrounds/shop.png.import,high,keep_or_update_test,reachable only from tests; review whether the test asserts stale architecture
assets/ui/extracted/stage_select/stage_card_locked.png,.png,830813,SOURCE_ONLY;TEST_ONLY,2,assets/ui/runtime/buttons/button_manifest.json;assets/ui/runtime/ui_asset_catalog.json,false,assets/ui/extracted/stage_select/stage_card_locked.png.import,high,keep_or_update_test,reachable only from tests; review whether the test asserts stale architecture
assets/ui/runtime/frames/stage_card_next.png,.png,823119,NEAR_DUPLICATE;TEST_ONLY,1,assets/ui/runtime/ui_asset_catalog.json,false,assets/ui/runtime/frames/stage_card_next.png.import,high,keep_or_update_test,reachable only from tests; review whether the test asserts stale architecture
assets/ui/extracted/home/menu_button_stack.png,.png,807140,SOURCE_ONLY;TEST_ONLY,1,assets/ui/runtime/buttons/button_manifest.json,false,assets/ui/extracted/home/menu_button_stack.png.import,high,keep_or_update_test,reachable only from tests; review whether the test asserts stale architecture
assets/ui/extracted/stage_select/stage_tokens.png,.png,806499,SOURCE_ONLY;TEST_ONLY,2,assets/ui/runtime/buttons/button_manifest.json;assets/ui/runtime/ui_asset_catalog.json,false,assets/ui/extracted/stage_select/stage_tokens.png.import,high,keep_or_update_test,reachable only from tests; review whether the test asserts stale architecture
assets/ui/runtime/buttons/battle_button_red_large_hd.png,.png,793074,TEST_ONLY,1,assets/ui/runtime/ui_asset_catalog.json,false,assets/ui/runtime/buttons/battle_button_red_large_hd.png.import,high,keep_or_update_test,reachable only from tests; review whether the test asserts stale architecture
assets/ui/runtime/frames/stage_card_locked.png,.png,771649,TEST_ONLY,1,assets/ui/runtime/ui_asset_catalog.json,false,assets/ui/runtime/frames/stage_card_locked.png.import,high,keep_or_update_test,reachable only from tests; review whether the test asserts stale architecture
assets/ui/extracted/cards/rank_symbols_dark.png,.png,759714,NEAR_DUPLICATE;SOURCE_ONLY;TEST_ONLY,1,assets/ui/runtime/buttons/button_manifest.json,false,assets/ui/extracted/cards/rank_symbols_dark.png.import,high,keep_or_update_test,reachable only from tests; review whether the test asserts stale architecture
assets/ui/extracted/shop/shop_text_labels.png,.png,729690,SOURCE_ONLY;TEST_ONLY,1,assets/ui/runtime/buttons/button_manifest.json,false,assets/ui/extracted/shop/shop_text_labels.png.import,high,keep_or_update_test,reachable only from tests; review whether the test asserts stale architecture
assets/ui/runtime/buttons/button_manifest.json,.json,721732,TEST_ONLY,1,tests/test_button_integrity.gd,false,,high,keep_or_update_test,reachable only from tests; review whether the test asserts stale architecture
assets/ui/extracted/battle/battle_tokens.png,.png,661335,SOURCE_ONLY;TEST_ONLY,2,assets/ui/runtime/buttons/button_manifest.json;assets/ui/runtime/ui_asset_catalog.json,false,assets/ui/extracted/battle/battle_tokens.png.import,high,keep_or_update_test,reachable only from tests; review whether the test asserts stale architecture
assets/ui/extracted/battle/battle_hud_panel_and_buttons.png,.png,582348,SOURCE_ONLY;TEST_ONLY,1,assets/ui/runtime/buttons/button_manifest.json,false,assets/ui/extracted/battle/battle_hud_panel_and_buttons.png.import,high,keep_or_update_test,reachable only from tests; review whether the test asserts stale architecture
assets/ui/extracted/cards/suit_symbols.png,.png,575293,SOURCE_ONLY;TEST_ONLY,1,assets/ui/runtime/buttons/button_manifest.json,false,assets/ui/extracted/cards/suit_symbols.png.import,high,keep_or_update_test,reachable only from tests; review whether the test asserts stale architecture
assets/ui/extracted/battle/battle_score_text.png,.png,558136,SOURCE_ONLY;TEST_ONLY,1,assets/ui/runtime/buttons/button_manifest.json,false,assets/ui/extracted/battle/battle_score_text.png.import,high,keep_or_update_test,reachable only from tests; review whether the test asserts stale architecture
assets/ui/extracted/battle/button_gold_large.png,.png,538802,SOURCE_ONLY;TEST_ONLY,3,assets/ui/runtime/buttons/asset_normalization.json;assets/ui/runtime/buttons/button_manifest.json;assets/ui/runtime/ui_asset_catalog.json,false,assets/ui/extracted/battle/button_gold_large.png.import,high,keep_or_update_test,reachable only from tests; review whether the test asserts stale architecture
assets/ui/extracted/stage_select/stage_title_banner.png,.png,519106,SOURCE_ONLY;TEST_ONLY,2,assets/ui/runtime/buttons/button_manifest.json;assets/ui/runtime/ui_asset_catalog.json,false,assets/ui/extracted/stage_select/stage_title_banner.png.import,high,keep_or_update_test,reachable only from tests; review whether the test asserts stale architecture
assets/ui/extracted/battle/battle_background_frame.png,.png,517041,NEAR_DUPLICATE;SOURCE_ONLY;TEST_ONLY,2,assets/ui/runtime/buttons/button_manifest.json;assets/ui/runtime/ui_asset_catalog.json,false,assets/ui/extracted/battle/battle_background_frame.png.import,high,keep_or_update_test,reachable only from tests; review whether the test asserts stale architecture
assets/ui/extracted/battle/battle_compact_hud_parts.png,.png,512759,SOURCE_ONLY;TEST_ONLY,2,assets/ui/runtime/buttons/button_manifest.json;assets/ui/runtime/ui_asset_catalog.json,false,assets/ui/extracted/battle/battle_compact_hud_parts.png.import,high,keep_or_update_test,reachable only from tests; review whether the test asserts stale architecture
assets/ui/runtime/backgrounds/battle_frame.png,.png,486393,DUPLICATE_CONTENT;NEAR_DUPLICATE;TEST_ONLY,2,assets/ui/runtime/ui_asset_catalog.json;tests/test_asset_integrity.gd,false,assets/ui/runtime/backgrounds/battle_frame.png.import,high,keep_or_update_test,reachable only from tests; review whether the test asserts stale architecture
assets/ui/runtime/frames/stage_title_banner.png,.png,484725,TEST_ONLY,1,assets/ui/runtime/ui_asset_catalog.json,false,assets/ui/runtime/frames/stage_title_banner.png.import,high,keep_or_update_test,reachable only from tests; review whether the test asserts stale architecture
assets/ui/extracted/stage_select/stage_background.png,.png,483715,NEAR_DUPLICATE;SOURCE_ONLY;TEST_ONLY,2,assets/ui/runtime/buttons/button_manifest.json;assets/ui/runtime/ui_asset_catalog.json,false,assets/ui/extracted/stage_select/stage_background.png.import,high,keep_or_update_test,reachable only from tests; review whether the test asserts stale architecture
assets/ui/runtime/buttons/battle_button_gold_large_hd.png,.png,482150,TEST_ONLY,1,assets/ui/runtime/ui_asset_catalog.json,false,assets/ui/runtime/buttons/battle_button_gold_large_hd.png.import,high,keep_or_update_test,reachable only from tests; review whether the test asserts stale architecture
assets/ui/runtime/backgrounds/stage_select.png,.png,454920,NEAR_DUPLICATE;TEST_ONLY,2,assets/ui/runtime/ui_asset_catalog.json;tests/test_asset_integrity.gd,false,assets/ui/runtime/backgrounds/stage_select.png.import,high,keep_or_update_test,reachable only from tests; review whether the test asserts stale architecture
assets/ui/extracted/battle/battle_deck_area.png,.png,449673,SOURCE_ONLY;TEST_ONLY,2,assets/ui/runtime/buttons/button_manifest.json;assets/ui/runtime/ui_asset_catalog.json,false,assets/ui/extracted/battle/battle_deck_area.png.import,high,keep_or_update_test,reachable only from tests; review whether the test asserts stale architecture
assets/ui/extracted/battle/battle_text_sprites.png,.png,428899,SOURCE_ONLY;TEST_ONLY,1,assets/ui/runtime/buttons/button_manifest.json,false,assets/ui/extracted/battle/battle_text_sprites.png.import,high,keep_or_update_test,reachable only from tests; review whether the test asserts stale architecture
assets/ui/extracted/battle/battle_title_bar.png,.png,413305,SOURCE_ONLY;TEST_ONLY,2,assets/ui/runtime/buttons/button_manifest.json;assets/ui/runtime/ui_asset_catalog.json,false,assets/ui/extracted/battle/battle_title_bar.png.import,high,keep_or_update_test,reachable only from tests; review whether the test asserts stale architecture
assets/ui/runtime/panels/shop_packs_panel.png,.png,403900,TEST_ONLY,1,assets/ui/runtime/ui_asset_catalog.json,false,assets/ui/runtime/panels/shop_packs_panel.png.import,high,keep_or_update_test,reachable only from tests; review whether the test asserts stale architecture
assets/ui/runtime/frames/battle_title_bar.png,.png,364787,TEST_ONLY,1,assets/ui/runtime/ui_asset_catalog.json,false,assets/ui/runtime/frames/battle_title_bar.png.import,high,keep_or_update_test,reachable only from tests; review whether the test asserts stale architecture
assets/ui/runtime/panels/shop_offers_panel.png,.png,353817,TEST_ONLY,2,assets/ui/runtime/ui_asset_catalog.json;tests/test_asset_integrity.gd,false,assets/ui/runtime/panels/shop_offers_panel.png.import,high,keep_or_update_test,reachable only from tests; review whether the test asserts stale architecture
assets/ui/extracted/battle/button_gold_small.png,.png,353753,SOURCE_ONLY;TEST_ONLY,7,assets/ui/runtime/buttons/asset_normalization.json;assets/ui/runtime/buttons/button_manifest.json;assets/ui/runtime/ui_asset_catalog.json;assets/ui/theme/styles/button_gold_disabled.tres;assets/ui/theme/styles/button_gold_hover.tres;assets/ui/theme/styles/button_gold_normal.tres;assets/ui/theme/styles/button_gold_pressed.tres,false,assets/ui/extracted/battle/button_gold_small.png.import,high,keep_or_update_test,reachable only from tests; review whether the test asserts stale architecture
assets/ui/extracted/stage_select/stage_title_text.png,.png,324830,SOURCE_ONLY;TEST_ONLY,1,assets/ui/runtime/buttons/button_manifest.json,false,assets/ui/extracted/stage_select/stage_title_text.png.import,high,keep_or_update_test,reachable only from tests; review whether the test asserts stale architecture
assets/ui/extracted/stage_select/stage_buttons.png,.png,323404,SOURCE_ONLY;TEST_ONLY,2,assets/ui/runtime/buttons/button_manifest.json;assets/ui/runtime/ui_asset_catalog.json,false,assets/ui/extracted/stage_select/stage_buttons.png.import,high,keep_or_update_test,reachable only from tests; review whether the test asserts stale architecture
assets/ui/runtime/buttons/battle_button_gold_small_hd.png,.png,320376,TEST_ONLY,1,assets/ui/runtime/ui_asset_catalog.json,false,assets/ui/runtime/buttons/battle_button_gold_small_hd.png.import,high,keep_or_update_test,reachable only from tests; review whether the test asserts stale architecture
assets/ui/runtime/panels/shop_title_panel.png,.png,318201,TEST_ONLY,1,assets/ui/runtime/ui_asset_catalog.json,false,assets/ui/runtime/panels/shop_title_panel.png.import,high,keep_or_update_test,reachable only from tests; review whether the test asserts stale architecture
assets/ui/extracted/home/menu_button_start.png,.png,318027,SOURCE_ONLY;TEST_ONLY,2,assets/ui/runtime/buttons/asset_normalization.json;assets/ui/runtime/buttons/button_manifest.json,false,assets/ui/extracted/home/menu_button_start.png.import,high,keep_or_update_test,reachable only from tests; review whether the test asserts stale architecture
assets/ui/extracted/battle/button_red_small.png,.png,304290,SOURCE_ONLY;TEST_ONLY,7,assets/ui/runtime/buttons/asset_normalization.json;assets/ui/runtime/buttons/button_manifest.json;assets/ui/runtime/ui_asset_catalog.json;assets/ui/theme/styles/button_red_disabled.tres;assets/ui/theme/styles/button_red_hover.tres;assets/ui/theme/styles/button_red_normal.tres;assets/ui/theme/styles/button_red_pressed.tres,false,assets/ui/extracted/battle/button_red_small.png.import,high,keep_or_update_test,reachable only from tests; review whether the test asserts stale architecture
assets/ui/runtime/icons/shop_voucher_art.png,.png,282526,TEST_ONLY,1,assets/ui/runtime/ui_asset_catalog.json,false,assets/ui/runtime/icons/shop_voucher_art.png.import,high,keep_or_update_test,reachable only from tests; review whether the test asserts stale architecture
assets/ui/runtime/buttons/battle_button_red_small_hd.png,.png,281054,TEST_ONLY,1,assets/ui/runtime/ui_asset_catalog.json,false,assets/ui/runtime/buttons/battle_button_red_small_hd.png.import,high,keep_or_update_test,reachable only from tests; review whether the test asserts stale architecture
assets/ui/runtime/panels/shop_voucher_panel.png,.png,268710,TEST_ONLY,1,assets/ui/runtime/ui_asset_catalog.json,false,assets/ui/runtime/panels/shop_voucher_panel.png.import,high,keep_or_update_test,reachable only from tests; review whether the test asserts stale architecture
assets/ui/runtime/panels/settlement_summary_bar.png,.png,256546,TEST_ONLY,1,assets/ui/runtime/ui_asset_catalog.json,false,assets/ui/runtime/panels/settlement_summary_bar.png.import,high,keep_or_update_test,reachable only from tests; review whether the test asserts stale architecture
assets/ui/extracted/battle/battle_action_buttons.png,.png,229994,SOURCE_ONLY;TEST_ONLY,2,assets/ui/runtime/buttons/button_manifest.json;assets/ui/runtime/ui_asset_catalog.json,false,assets/ui/extracted/battle/battle_action_buttons.png.import,high,keep_or_update_test,reachable only from tests; review whether the test asserts stale architecture
assets/ui/runtime/panels/battle_consumable_tray.png,.png,224636,TEST_ONLY,1,assets/ui/runtime/ui_asset_catalog.json,false,assets/ui/runtime/panels/battle_consumable_tray.png.import,high,keep_or_update_test,reachable only from tests; review whether the test asserts stale architecture
assets/ui/runtime/decorations/shop_curtain_right.png,.png,224493,TEST_ONLY,1,assets/ui/runtime/ui_asset_catalog.json,false,assets/ui/runtime/decorations/shop_curtain_right.png.import,high,keep_or_update_test,reachable only from tests; review whether the test asserts stale architecture
assets/ui/extracted/battle/button_text_labels.png,.png,222018,SOURCE_ONLY;TEST_ONLY,1,assets/ui/runtime/buttons/button_manifest.json,false,assets/ui/extracted/battle/button_text_labels.png.import,high,keep_or_update_test,reachable only from tests; review whether the test asserts stale architecture
assets/ui/runtime/tokens/shop_coins.png,.png,214827,TEST_ONLY,1,assets/ui/runtime/ui_asset_catalog.json,false,assets/ui/runtime/tokens/shop_coins.png.import,high,keep_or_update_test,reachable only from tests; review whether the test asserts stale architecture
assets/ui/runtime/decorations/shop_curtain_bottom_left.png,.png,206820,TEST_ONLY,1,assets/ui/runtime/ui_asset_catalog.json,false,assets/ui/runtime/decorations/shop_curtain_bottom_left.png.import,high,keep_or_update_test,reachable only from tests; review whether the test asserts stale architecture
assets/ui/extracted/home/title_text.png,.png,182875,SOURCE_ONLY;TEST_ONLY,1,assets/ui/runtime/buttons/button_manifest.json,false,assets/ui/extracted/home/title_text.png.import,high,keep_or_update_test,reachable only from tests; review whether the test asserts stale architecture
